,objid,crowded,badbkgmatch,ra,dec,l,b,nmatches,nreject,nbands,i1_fluxtype,i2_fluxtype,i3_fluxtype,i4_fluxtype,m1_fluxtype,i1_fluxflag,i2_fluxflag,i3_fluxflag,i4_fluxflag,m1_fluxflag,i1_softsatflag,i2_softsatflag,i3_softsatflag,i4_softsatflag,i1_f_ap2,i1_df_ap2,i2_f_ap2,i2_df_ap2,i3_f_ap2,i3_df_ap2,i4_f_ap2,i4_df_ap2,m1_f_psf,m1_df_psf,i1_extfrac,i2_extfrac,i3_extfrac,i4_extfrac,m1_extfrac,i1_brtfrac,i2_brtfrac,i3_brtfrac,i4_brtfrac,m1_brtfrac,i1_snr,i2_snr,i3_snr,i4_snr,m1_snr,i1_seflags,i2_seflags,i3_seflags,i4_seflags,m1_dflag,m1_sflag,i1_meannoise,i2_meannoise,i3_meannoise,i4_meannoise,m1_meannoise,smid,regid,irac_obstype,mips_obstype,i1_coverage,i2_coverage,i3_coverage,i4_coverage,m1_coverage,twomass_key,twomass_assoc,twomass_ra,twomass_dec,j,dj,h,dh,k,dk,DR3Name,RAdeg,DEdeg,errHalfMaj,errHalfMin,errPosAng,SolID,Source,RandomI,e_RAdeg,e_DEdeg,Plx,e_Plx,RPlx,PM,pmRA,e_pmRA,pmDE,e_pmDE,RADEcor,RAPlxcor,RApmRAcor,RApmDEcor,DEPlxcor,DEpmRAcor,DEpmDEcor,PlxpmRAcor,PlxpmDEcor,pmRApmDEcor,NAL,NAC,NgAL,NbAL,gofAL,chi2AL,epsi,sepsi,Solved,APF,nueff,pscol,e_pscol,RApscolCorr,DEpscolCorr,PlxpscolCorr,pmRApscolCorr,pmDEpscolCorr,MatchObsA,Nper,amax,MatchObs,IPDgofha,IPDgofhp,IPDfmp,IPDfow,RUWE,Dup,o_Gmag,FG,e_FG,RFG,Gmag,e_Gmag,o_BPmag,FBP,e_FBP,RFBP,BPmag,e_BPmag,o_RPmag,FRP,e_FRP,RFRP,RPmag,e_RPmag,E(BP/RP),NBPcont,NBPblend,NRPcont,NRPblend,Mode,BP-RP,BP-G,G-RP,RV,e_RV,n_RV,o_RV,o_RVd,RVNper,RVS/N,RVgof,RVchi2,RVTdur,RVamp,RVtempTeff,RVtemplogg,RVtemp[Fe/H],Vatmparam,vbroad,e_Vbroad,o_Vbroad,GRVSmag,e_GRVSmag,o_GRVSmag,RVSS/N,VarFlag,PQSO,PGal,PSS,Teff,b_Teff_x,B_Teff_xa,logg,b_logg_x,B_logg_xa,[Fe/H],b_[Fe/H]_x,B_[Fe/H]_xa,Dist,b_Dist_x,B_Dist_xa,A0,b_A0_x,B_A0_xa,AG,b_AG_x,B_AG_xa,E(BP-RP),b_E(BP-RP)_x,B_E(BP-RP)_xa,Lib,RAJ2000,DEJ2000,e_RAJ2000,e_DEJ2000,RADEcorJ2000,angDist,i1_app_mag,i1_ABS_MAG,i2_app_mag,i2_ABS_MAG,i3_app_mag,i3_ABS_MAG,i4_app_mag,i4_ABS_MAG,m1_app_mag,m1_ABS_MAG
9197,SSTSL2 J060652.57-054246.8,0,1,91.719044,-5.713025,212.986477,-12.503297,1,0,7,1,1,1,1,1,2,2,2.0,0,0,0,0,0.0,0,2774.0,4.225,2597.0,4.877,2365.0,11.88,2625.0,15.43,3337.0,82.18,0.0,0.0,0.0,0.0,0.0,1.02,1.05,1.05,0.0,0.0,616.3,535.0,183.3,197.0,40.6,0,0,0.0,0,N,1,0.8211,1.089,3.436,5.254,57.55,40045501,40045501-29,0,0,8.08,4.22,8.4,4.5,19.65,108690219.0,1,91.71905,-5.713053,2503.0,73.76,3777.0,111.3,3354.0,117.4,Gaia DR3 3020050372087184000,91.71905839356,-5.71304627676,0.0,0.0,128.0,1636148068921376768,3020050372087184000,133980606,0.0947,0.0938,1.3313,0.1173,11.3501,2.165,-2.074,0.113,0.619,0.107,-0.0396,-0.2238,-0.3535,0.0632,-0.3721,0.0555,-0.5198,0.1581,0.1935,-0.1671,267,0,267,0,2.7643,345.93,0.377,2.1671,31,False,1.275,,,,,,,,31,17,0.171938,33,0.07284,79.2,1,0,1.122,0,252,1762.86101,12.2376,144.053,17.571821,0.008025,30,332.57,19.135,17.3802,19.033833,0.062532,27,2235.08,51.181,43.6701,16.374664,0.025148,1.457,0.0,1.0,0.0,0.0,0,2.659168,1.462011,1.197157,,,,,,,,,,,,,,,,,,,,,,,VARIABLE,0.0,0.0,0.999751,3719.6,3652.1,3741.9,4.2514,4.192,4.3382,-0.3502,-0.4473,-0.3159,547.7644,473.9147,590.7515,2.3685,2.3203,2.4258,1.557,1.5243,1.5962,0.9044,0.8864,0.9232,PHOENIX,91.71906765882,-5.71304902899,1.850998,1.754638,-0.1654,0.092333,12.51361320616078,3.820644189115402,12.100190318699177,3.4072213016537987,11.717166738199454,3.024197721154076,10.969829830438158,2.27686081339278,8.33040737253252,-0.36256164451285855
9201,SSTSL2 J232642.53-322651.6,0,0,351.677221,-32.447685,11.66102,-70.900107,1,0,7,1,1,1,1,1,2,2,0.0,0,0,0,0,0.0,0,581.3,0.813,386.0,1.137,298.7,4.105,204.9,9.175,1561.0,85.29,0.0,0.0,0.0,0.0,0.0,0.95,1.02,0.0,0.0,0.0,685.5,409.6,90.6,25.0,18.3,0,0,0.0,0,P,1,0.1768,0.3604,1.716,2.421,47.56,50071980,50071980-0,0,0,7.02,4.16,7.15,3.91,21.7,184397573.0,1,351.6773,-32.44774,1266.0,69.96,1493.0,100.4,1027.0,92.7,Gaia DR3 2328375060483564032,351.67724216877,-32.44776868015,0.0,0.0,8.0,1636148068921376768,2328375060483564032,311966591,0.0816,0.1375,1.5727,0.1387,11.3417,3.445,-1.444,0.093,-3.128,0.143,0.1493,0.2038,-0.1806,-0.061,-0.5783,-0.113,-0.5423,-0.0963,0.2121,0.4884,245,0,244,1,1.3463,281.43,0.305,1.4406,31,False,1.323,,,,,,,,28,16,0.228511,28,0.0165,95.31,0,0,1.061,0,243,1657.36251,1.93069,858.432,17.638823,0.003032,24,463.758,16.655,27.845,18.672815,0.039092,25,1805.03,12.5375,143.97,16.606686,0.008435,1.369,0.0,1.0,0.0,1.0,0,2.06613,1.033993,1.032137,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.999591,3760.5,3747.3,3772.5,4.737,4.7146,4.7532,-0.1275,-0.2261,-0.0578,549.4609,527.5826,572.2714,0.4949,0.4665,0.5171,0.3421,0.3222,0.3573,0.1973,0.1862,0.2058,MARCS,351.67724977427,-32.44775477813,1.511117,2.36992,0.4773,0.308036,14.210378540612975,5.510694574726388,14.169901931093047,5.47021796520646,13.963656544373709,5.263972578487122,13.738798203790111,5.039114237903524,9.155290631513456,0.4556066656268687
9203,SSTSL2 J221721.72+614040.4,0,0,334.340539,61.677904,105.701847,4.073859,1,0,7,1,1,1,1,1,0,0,0.0,0,0,0,0,0.0,0,2092.0,5.524,1771.0,5.945,1631.0,12.92,1929.0,17.19,2378.0,92.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,361.2,290.0,138.3,136.7,25.6,0,0,0.0,0,N,1,1.105,1.29,4.497,6.524,61.14,30002711,30002711-34819,0,0,5.16,3.81,4.12,4.07,22.78,735589740.0,1,334.3406,61.67793,2251.0,60.13,3324.0,91.83,2959.0,73.59,Gaia DR3 2204724841820431872,334.3406180816,61.677939194,0.0,0.0,77.0,1636148068921376768,2204724841820431872,91814796,0.0909,0.0852,1.1437,0.1008,11.3404,3.078,-1.175,0.12,-2.845,0.111,0.0312,0.1514,-0.143,-0.1247,0.1126,-0.1333,-0.0305,-0.0957,0.0367,0.05,390,0,385,5,2.6007,546.96,0.514,3.3702,95,False,,1.2216,0.0264,-0.119,0.061,0.114,-0.001,0.074,44,28,0.16915,49,0.01796,58.12,0,0,1.095,0,385,1180.58744,2.21686,532.55,18.007122,0.003428,46,162.277,6.44571,25.1759,19.8129,0.043216,44,1621.93,10.7745,150.535,16.722815,0.008143,1.511,0.0,2.0,0.0,1.0,0,3.090086,1.805779,1.284307,,,,,,,,,,,,,,,,,,,,,,,VARIABLE,0.0,0.0,0.999967,3656.4,3645.2,3673.3,4.1171,4.067,4.1699,-0.3108,-0.3301,-0.2895,597.1828,570.6302,625.0351,3.0144,2.977,3.0551,1.9274,1.9025,1.9541,1.1565,1.1437,1.1699,PHOENIX,334.34062908462,61.67795184039,1.942414,1.773755,0.0618,0.18519,12.819975147515855,3.9394386938840444,12.515823789797247,3.6352873361654368,12.12060969828334,3.24007324465153,11.304322530683386,2.4237860770515756,8.698268263462818,-0.1822681901689922
9208,SSTSL2 J205331.44+441245.6,0,0,313.381037,44.212676,84.801587,-0.343749,1,0,7,1,1,1,1,1,2,2,2.0,2,1,0,0,0.0,0,6819.0,8.337,6511.0,6.982,5904.0,18.17,6852.0,20.34,12280.0,99.66,0.0,0.0,0.0,0.0,0.96,0.98,0.98,0.95,0.95,0.0,747.6,882.6,330.6,363.8,123.2,3,3,2.0,2,N,-1,1.212,1.352,5.347,6.673,50.71,30002641,30002641-28288,0,0,5.95,4.94,5.77,4.79,20.14,1118906171.0,1,313.3812,44.21273,2871.0,126.9,5634.0,259.4,6386.0,264.7,Gaia DR3 2162936596735173888,313.38117468644,44.21271388821,0.0,0.0,134.0,1636148068921376768,2162936596735173888,1021330036,0.1055,0.1051,1.4675,0.1295,11.3321,3.638,-1.215,0.147,-3.429,0.156,-0.0729,0.0283,-0.0265,-0.1569,0.126,-0.1645,-0.0369,-0.0776,-0.0918,-0.0194,393,0,393,0,-2.5456,440.54,0.16,0.17263,95,False,,1.1033,0.0361,-0.022,0.11,0.009,-0.075,-0.139,45,27,0.216425,50,0.01236,12.78,0,2,0.909,1,396,764.71303,1.92883,396.466,18.47862,0.003885,34,58.8401,5.08286,11.5762,20.914358,0.093832,42,1142.87,10.1723,112.351,17.102901,0.010377,1.571,0.0,34.0,0.0,42.0,0,3.811457,2.435738,1.375719,,,,,,,,,,,,,,,,,,,,,,,VARIABLE,0.0,0.0,0.999999,3609.4,3593.8,3651.8,4.0689,4.0311,4.1231,-0.4677,-0.5642,-0.3359,419.5304,394.7395,445.4838,5.0764,5.0068,5.1601,3.1075,3.0616,3.1629,1.9191,1.8977,1.9474,MARCS,313.38118221902,44.21272912983,2.364533,2.497245,-0.0055,0.380559,11.537077621892362,3.4232604411951453,11.102250954405193,2.9884337737079765,10.723878728846568,2.6100615481493517,9.928109714059415,1.8142925333621989,6.915801972156627,-1.198015208540589
9220,SSTSL2 J231956.50+621046.2,0,1,349.98543,62.179526,112.477752,1.179344,1,0,7,1,1,1,1,1,2,2,0.0,0,0,0,0,0.0,0,3069.0,6.077,2452.0,5.414,2049.0,25.73,2044.0,16.61,3760.0,111.9,0.0,0.0,0.0,0.0,0.0,1.02,1.02,0.0,0.0,0.0,535.9,458.8,95.8,162.3,33.6,0,0,0.0,0,N,1,1.097,1.24,4.473,6.203,63.51,30002711,30002711-30506,0,0,2.38,4.07,2.05,4.06,9.98,1204870334.0,1,349.9855,62.17952,3348.0,92.51,4393.0,145.7,3930.0,119.5,Gaia DR3 2015053141791993472,349.98550303287,62.17948193277,0.0,0.0,165.0,1636148068921376768,2015053141791993472,1290951437,0.0844,0.0958,1.1979,0.1059,11.3119,2.722,-1.226,0.11,-2.43,0.121,-0.0709,0.0485,-0.1857,-0.1248,0.1294,-0.1441,-0.2527,-0.1874,0.1167,-0.2001,397,0,395,2,1.0186,489.3,0.472,2.7338,31,False,1.193,,,,,,,,45,27,0.177826,48,0.01601,165.5,0,0,1.036,0,405,1215.95209,1.60492,757.642,17.975075,0.003106,45,101.848,6.90127,14.7579,20.31866,0.073623,45,1845.01,8.03567,229.602,16.582901,0.006054,1.601,0.0,3.0,0.0,3.0,0,3.73576,2.343586,1.392174,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.999999,3522.1,3505.9,3535.8,4.0966,4.0345,4.1942,0.3905,0.3796,0.3992,484.0631,445.436,514.0262,3.2674,3.198,3.3256,1.9432,1.9016,1.9792,1.3843,1.3597,1.4045,MARCS,349.98551470457,62.17949273418,1.771937,1.964838,-0.1828,0.200559,12.403887126924388,3.9793772381691763,12.162569028156492,3.7380591394012797,11.872889704881043,3.448379816125831,11.24145087113641,2.8169409823811975,8.200828276850348,-0.2236816119048637
9256,SSTSL2 J053554.97-065031.2,0,0,83.979043,-6.842018,210.464838,-19.89311,1,0,7,1,1,1,1,1,0,0,0.0,0,0,0,0,0.0,0,380.8,2.383,539.9,2.208,1100.0,8.688,1720.0,12.07,4658.0,52.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,187.2,299.6,156.9,160.0,88.4,0,0,0.0,0,N,-1,0.5421,0.6878,2.556,4.407,80.64,40044081,40044081-68,0,0,6.11,6.69,6.1,6.68,51.6,1252329003.0,1,83.97908,-6.842029,391.6,40.39,483.5,58.78,351.2,67.29,Gaia DR3 3016920268641927296,83.97907071959,-6.84205512008,0.0,0.0,72.0,1636148068921376768,3016920268641927296,1317987269,0.1424,0.1258,2.4216,0.2157,11.2273,0.315,0.158,0.19,0.273,0.154,0.0913,-0.1649,-0.2151,0.0782,-0.1618,0.0587,-0.358,0.3598,0.1125,-0.0246,402,0,399,3,4.8189,568.25,0.846,4.2894,31,False,1.364,,,,,,,,46,21,0.272788,49,0.04251,92.84,0,0,1.176,0,385,665.46739,3.35927,198.099,18.629549,0.006134,43,203.929,13.7074,14.8774,19.564842,0.073032,44,717.124,19.2534,37.2466,17.60891,0.029394,1.384,0.0,7.0,0.0,7.0,0,1.955933,0.935293,1.020639,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.999989,3579.8,3557.2,3602.4,4.7244,4.6278,4.8685,-1.3034,-1.3912,-1.2376,476.1392,430.8569,543.9868,0.0166,0.0039,0.0428,0.0116,0.0027,0.0298,0.0065,0.0015,0.0168,MARCS,83.9790700133,-6.84205633179,3.070948,2.508458,-0.0301,0.166356,14.669636998722853,6.280967309131503,13.80558687409433,5.41691718450298,12.548262887988466,4.159593198397117,11.428831982524226,3.0401622929328767,7.968299178672845,-0.4203705109185041
9263,SSTSL2 J205305.26+444154.4,0,0,313.271948,44.698472,85.124291,0.027632,1,0,7,1,1,1,1,1,2,2,2.0,2,0,0,0,0.0,0,2888.0,6.024,2496.0,5.962,2357.0,14.62,2861.0,15.37,3564.0,82.32,0.0,0.0,0.0,0.0,0.0,0.95,0.95,0.98,0.76,0.0,471.2,412.7,187.4,222.6,43.3,2,0,0.0,0,N,1,1.175,1.305,5.079,6.693,48.35,30002641,30002641-29010,0,0,4.8,6.47,5.94,6.72,23.83,1118843714.0,1,313.2719,44.69848,2388.0,76.97,4373.0,157.1,4108.0,124.9,Gaia DR3 2162984872167881216,313.27194782348,44.69846846536,0.0,0.0,153.0,1636148068921376768,2162984872167881216,277291496,0.1069,0.1102,1.4372,0.1282,11.2077,3.319,-1.684,0.152,-2.86,0.158,-0.043,0.0809,0.0152,0.0758,0.1069,0.0675,-0.0071,-0.044,0.0031,0.0501,434,0,433,1,0.0275,479.15,0.451,1.267,31,False,1.199,,,,,,,,49,28,0.220775,53,0.004821,133.7,0,0,1.0,0,429,727.79066,1.31152,554.923,18.53235,0.003379,45,61.4792,7.23075,8.50246,20.866722,0.127727,43,1088.81,7.25437,150.09,17.15552,0.008162,1.581,0.0,1.0,0.0,1.0,0,3.711203,2.334372,1.376831,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,1.0,3559.0,3550.5,3578.0,4.086,4.0285,4.1216,-0.337,-0.4051,-0.2532,460.192,442.1606,491.7913,4.6139,4.5694,4.676,2.8126,2.7831,2.8522,1.7769,1.7636,1.796,MARCS,313.27195835083,44.69848117836,2.438534,2.524657,0.0437,0.012733,12.469886375759941,4.155191052750169,12.143258740246468,3.828563417236696,11.720845644573219,3.4061503215634463,10.876358455279941,2.5616631322701693,8.258953650757407,-0.05574167225236515
9287,SSTSL2 J060613.09-053627.6,0,0,91.554556,-5.607674,212.814927,-12.602558,1,0,7,1,1,1,1,1,2,2,2.0,2,0,0,0,0.0,0,2013.0,4.06,1669.0,4.541,1302.0,10.65,1274.0,15.66,1401.0,114.9,0.0,0.0,0.0,0.0,0.0,0.98,1.02,0.98,0.95,0.0,486.7,382.2,138.6,101.6,12.2,0,0,0.0,0,N,1,0.8287,1.114,3.563,5.761,67.19,40045501,40045501-37,0,0,4.74,4.09,4.93,3.2,10.22,108688491.0,1,91.55458,-5.607704,1968.0,61.62,2984.0,87.95,2604.0,105.5,Gaia DR3 3020806148892721792,91.5545672907,-5.60770316299,0.0,0.0,125.0,1636148068921376768,3020806148892721792,1724702491,0.1005,0.0971,1.4471,0.1297,11.1546,2.564,-2.457,0.133,0.734,0.118,-0.0937,-0.1284,-0.0444,0.0844,-0.366,0.2172,-0.3442,-0.1756,0.2525,-0.3728,246,0,244,2,-0.6701,235.54,0.0,0.0,31,False,1.266,,,,,,,,29,17,0.209286,31,0.01313,96.75,0,0,0.968,0,246,1428.00104,8.71434,163.868,17.800545,0.007176,29,272.687,15.8087,17.2492,19.24938,0.063006,29,1840.04,37.6023,48.9344,16.585825,0.022507,1.48,1.0,0.0,0.0,0.0,0,2.663555,1.448835,1.21472,,,,,,,,,,,,,,,,,,,,,,,VARIABLE,0.0,0.0,0.998258,3519.1,3511.5,3527.6,4.4177,4.4082,4.4316,-0.3345,-0.3781,-0.2934,487.4878,476.6389,499.364,1.5323,1.4874,1.5733,0.9914,0.9616,1.0182,0.6205,0.6037,0.6354,MARCS,91.55457826308,-5.60770642511,2.127877,1.92516,-0.3798,0.11251,12.861769910782307,4.421951153778535,12.580229351074317,4.140410594070545,12.365217140303598,3.925398383299825,11.75472952979477,3.3149107727909968,9.272702550955064,0.8328837939512912
9324,SSTSL2 J183822.68+002309.5,1,0,279.594516,0.385999,31.785785,3.081635,1,0,7,1,1,1,1,1,2,2,0.0,0,0,0,0,0.0,0,3301.0,5.348,2423.0,5.293,1449.0,14.2,1409.0,12.17,11130.0,127.8,0.0,0.0,0.0,0.0,0.0,1.02,0.95,0.0,0.0,0.0,607.1,411.3,131.6,138.1,87.1,3,3,0.0,0,N,1,1.229,1.378,4.813,7.154,79.85,30002561,30002561-33229,0,0,4.09,9.58,3.95,9.3,15.88,550240802.0,1,279.5945,0.385922,2803.0,74.86,5277.0,145.8,5072.0,158.8,Gaia DR3 4272722011108641664,279.59445908035,0.38587905796,0.0,0.0,43.0,1636148068921376768,4272722011108641664,1325474751,0.166,0.1677,2.2234,0.2004,11.0946,8.632,2.322,0.207,-8.314,0.18,0.1774,-0.0358,-0.3078,-0.1469,-0.3825,-0.0893,-0.3509,-0.1559,-0.0394,0.2489,204,0,202,2,-1.0204,243.6,0.597,2.0782,95,False,,1.1156,0.0522,-0.019,0.099,-0.192,-0.07,-0.13,24,14,0.313624,25,0.04452,0.8101,0,0,0.947,0,202,864.29739,2.32077,372.419,18.345709,0.004011,21,80.2529,8.02494,10.0004,20.57739,0.108605,21,1313.93,16.2066,81.0737,16.95147,0.013915,1.613,0.0,1.0,0.0,1.0,0,3.625921,2.231682,1.394239,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,1.0,3187.1,3164.6,3247.5,4.4376,4.4135,4.4918,0.4659,0.1896,0.4933,345.7074,292.9004,356.4412,2.0564,1.954,2.4439,1.2149,1.1535,1.4461,0.8749,0.8323,1.0204,PHOENIX,279.59444875953,0.38591600987,3.373674,2.94745,0.2522,0.477944,12.324765537178166,4.631222157765674,12.175486657428669,4.4819432780161765,12.249073637206093,4.555530257793601,11.645375617019706,3.9518322376072135,7.02255997833273,-0.6709834010797628
9352,SSTSL2 J031820.68-663629.5,0,0,49.586184,-66.608217,283.466924,-44.564195,1,0,7,1,1,1,1,1,0,0,0.0,0,0,0,0,0.0,0,370.8,0.6272,243.5,0.5787,149.5,1.498,146.8,1.99,120.2,9.467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,534.9,407.4,94.7,82.5,12.7,0,0,3.0,0,P,2,0.18,0.2541,0.8773,1.046,35.88,50065750,50065750-0,0,0,17.4,27.96,17.2,43.16,115.92,120891396.0,1,49.58594,-66.6082,707.9,41.73,767.0,67.11,630.4,89.41,Gaia DR3 4671552300552350720,49.58634124382,-66.6081967706,0.0,0.0,87.0,1636148068921376768,4671552300552350720,723941933,0.102,0.0981,1.1689,0.1059,11.033,42.641,41.472,0.122,9.913,0.136,0.0035,0.2484,-0.1795,-0.1592,0.0466,-0.085,-0.0622,0.0937,-0.2267,0.0369,359,0,357,2,0.8795,391.74,0.069,0.038352,31,False,1.354,,,,,,,,42,29,0.190214,47,0.01964,63.33,0,0,1.032,0,365,942.15995,1.30755,720.552,18.252056,0.00314,41,291.471,9.59496,30.3775,19.177053,0.03585,41,1030.08,11.0769,92.9941,17.215714,0.012272,1.403,0.0,0.0,0.0,1.0,0,1.96134,0.924997,1.036343,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.999937,3775.7,3759.3,3791.8,4.7743,4.7506,4.8038,-0.3578,-0.4531,-0.2913,726.189,683.5172,759.6647,0.2774,0.2417,0.3112,0.194,0.1689,0.2178,0.1104,0.0964,0.1238,MARCS,49.58587697828,-66.60824082914,1.973531,2.177003,0.0483,0.236247,14.698530034322797,5.393281703723492,14.670122778895802,5.364874448296497,14.715141619232908,5.409893288633603,14.10083796084297,4.795589630243665,11.939036720002697,2.633788389403392
9357,SSTSL2 J004046.52+414753.4,0,0,10.193875,41.798185,120.803194,-21.029489,1,0,7,1,1,1,1,1,0,0,0.0,0,0,0,0,0.0,0,599.5,1.939,432.0,1.81,276.3,7.009,247.9,8.337,470.2,69.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,295.6,274.9,46.2,38.1,6.8,0,0,0.0,0,N,1,0.4119,0.6105,2.431,3.433,42.31,50072571,50072571-65,0,0,3.85,5.11,3.03,4.94,21.97,1190503007.0,1,10.19379,41.79821,929.0,61.6,1235.0,96.67,1030.0,71.14,Gaia DR3 381336986435984128,10.19372785223,41.79825164975,0.0,0.0,90.0,1636148068921376768,381336986435984128,196523852,0.0982,0.0772,1.3122,0.119,11.0234,2.618,-2.24,0.11,1.355,0.094,-0.004,0.1464,-0.2449,-0.0875,-0.1411,-0.1018,-0.2991,-0.0351,0.1735,0.013,354,0,354,0,-0.4998,350.26,0.0,0.0,31,False,1.314,,,,,,,,40,19,0.154948,43,0.01514,71.45,0,0,0.98,0,375,1173.40703,1.36036,862.569,18.013744,0.003029,39,309.323,8.52013,36.305,19.112513,0.030036,38,1396.59,10.777,129.59,16.885223,0.009191,1.454,0.0,1.0,0.0,2.0,0,2.227289,1.098768,1.128521,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.99968,3754.2,3740.6,3765.6,4.7304,4.7102,4.7459,-0.1052,-0.1946,-0.0453,589.6543,574.2574,605.2407,0.7353,0.7019,0.767,0.5037,0.4807,0.5257,0.2921,0.2792,0.3044,MARCS,10.19374120593,41.79824562621,1.77925,1.526441,0.0224,0.46209,14.176906379416776,5.323919029716437,14.047660825735155,5.194673476034817,14.04829238859275,5.195305038892412,13.531961782873545,4.678974433173206,10.458091327197199,1.60510397749686
9363,SSTSL2 J202418.19+383031.9,1,0,306.075806,38.508866,76.945259,0.537326,1,0,7,1,1,1,1,1,2,2,2.0,2,0,0,0,0.0,0,3073.0,6.501,2431.0,6.446,1991.0,19.32,1903.0,24.28,4561.0,95.43,0.0,0.0,0.0,0.0,0.0,0.98,0.98,1.02,0.92,0.0,503.1,400.6,118.8,66.8,47.8,3,3,0.0,0,P,1,1.517,1.607,6.896,8.533,76.71,30002641,30002641-29714,0,0,2.37,3.93,3.09,1.91,29.16,305662578.0,1,306.0759,38.50886,2752.0,65.89,4184.0,107.9,4108.0,136.2,Gaia DR3 2061141611213944960,306.07589690274,38.5088259106,0.0,0.0,160.0,1636148068921376768,2061141611213944960,1772491684,0.0644,0.0785,0.9583,0.087,11.0112,4.218,-1.621,0.08,-3.894,0.094,-0.1636,-0.2102,-0.0834,0.0902,0.0939,0.0964,-0.2871,-0.0516,0.1083,-0.0669,354,0,352,2,-0.0203,362.64,0.0,0.0,31,True,1.276,,,,,,,,41,24,0.134369,47,0.1459,60.36,0,0,0.998,0,370,1596.47083,15.2065,104.986,17.679464,0.010702,41,322.408,12.8454,25.099,19.067528,0.043348,41,1972.9,60.5707,32.5718,16.510134,0.033547,1.438,0.0,0.0,0.0,2.0,0,2.557394,1.388063,1.169331,,,,,,,,,,,,,,,,,,,,,,,VARIABLE,0.0,0.0,0.999591,3644.5,3627.2,3660.7,4.1264,4.0818,4.1725,-0.3176,-0.3394,-0.2981,741.9012,710.3912,781.5165,1.6175,1.5769,1.6537,1.0667,1.0392,1.091,0.6351,0.6202,0.6483,PHOENIX,306.0759061112,38.50884321521,1.279637,1.532883,-0.0752,0.293946,12.402472947362998,3.0507425796724696,12.171907795664094,2.820177427973565,11.904066450815504,2.5523360831249757,11.319056129075546,1.967325761385018,7.991147708567155,-1.3605826591233736
9382,SSTSL2 J022945.93+725748.8,0,0,37.441405,72.963582,130.075798,11.470226,1,0,7,1,1,1,1,1,0,0,0.0,0,0,0,0,0.0,0,2873.0,5.603,2561.0,6.292,2233.0,11.39,2316.0,13.07,3011.0,137.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,471.3,379.8,192.3,216.5,21.9,0,0,0.0,0,N,1,0.8324,1.111,3.34,5.504,74.45,40046501,40046501-7,0,0,6.93,4.81,5.28,4.96,10.07,762598000.0,1,37.44124,72.9636,2517.0,92.71,4011.0,121.9,3802.0,115.6,Gaia DR3 546654710062830592,37.4412292832,72.96358341413,0.0,0.0,138.0,1636148068921376768,546654710062830592,8825587,0.0743,0.0756,1.0597,0.0965,10.9824,2.089,-1.127,0.085,-1.76,0.097,-0.1893,0.2452,-0.2974,0.1866,-0.0895,0.138,-0.1617,-0.158,0.2588,-0.1328,469,0,469,0,0.9054,614.18,0.476,3.7541,95,False,,1.211,0.0207,-0.002,0.188,0.058,-0.037,0.017,53,29,0.141914,61,0.01731,137.3,0,0,1.029,0,518,1347.52389,2.74284,491.288,17.863525,0.003532,58,180.268,9.33593,19.3091,19.698744,0.056299,55,1783.76,12.9782,137.442,16.619555,0.008757,1.458,0.0,3.0,0.0,3.0,0,3.079189,1.835218,1.243971,,,,,,,,,,,,,,,,,,,,,,,VARIABLE,0.0,0.0,0.999917,3636.8,3606.2,3661.1,4.1435,4.0903,4.2077,-0.2534,-0.2909,-0.2219,595.1625,564.6156,625.685,2.6329,2.6,2.673,1.6827,1.6609,1.7097,1.0261,1.0128,1.0407,PHOENIX,37.44124637313,72.96359123434,1.376048,1.561273,-0.1463,0.185403,12.475540283024076,3.60236248616272,12.115346246601359,3.242168449740003,11.779522793205434,2.906344996344078,11.105806712154603,2.2326289152932475,8.442021000387602,-0.43115679647375416
